表,指标栏,零点,形态,可建阶梯,说明,族
R03chk_settlement_form.csv,ngr,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
R03chk_settlement_form.csv,p50_profit,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
R03chk_settlement_form.csv,residual_chain_additive,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
R03chk_settlement_form.csv,residual_chain_nested,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
R03chk_settlement_form.csv,residual_b,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
R03chk_settlement_form.csv,residual_a,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
R03chk_settlement_form.csv,residual_b_rate,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
R03chk_settlement_form.csv,residual_a_rate,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
R03chk_settlement_form.csv,hold_rate,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,hold
R03chk_settlement_form.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R03inv_pair_census.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
R03inv_pair_census.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R03inv_pair_census.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R03inv_pair_census.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R03inv_pair_census.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R03inv_pair_census.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R03inv_pair_census.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R03inv_pair_census.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R03inv_pair_census.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R03inv_pair_census.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R03inv_pair_census.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R03inv_pair_census.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
R03inv_pair_census.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
S_player_tail.csv,tail_roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
S_player_tail.csv,norm_roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
S_player_tail.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
S_player_tail.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_player_tail.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S_player_tail.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S_player_tail.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S_player_tail.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_player_tail.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_player_tail.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_player_tail.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_player_tail.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_player_tail.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_player_tail.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
S_player_tail.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
S_second_dist.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
S_second_dist.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S_second_dist.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S_second_dist.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S_second_dist.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S_second_dist.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_second_dist.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_second_dist.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_second_dist.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_second_dist.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_second_dist.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S_second_dist.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
S_second_dist.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
S01_player_score.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
S01_player_score.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S01_player_score.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S01_player_score.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S01_player_score.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S01_player_score.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S01_player_score.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S01_player_score.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S01_player_score.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S01_player_score.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S01_player_score.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S01_player_score.csv,索提诺稳定性,0,原生（逐行）,✓,索提诺：0 即无超额,其他
S01_player_score.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
S01_player_score.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
S02_dealer_score.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
S02_dealer_score.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02_dealer_score.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S02_dealer_score.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S02_dealer_score.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S02_dealer_score.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02_dealer_score.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02_dealer_score.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02_dealer_score.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02_dealer_score.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02_dealer_score.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02_dealer_score.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
S02_dealer_score.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
S02b_dealer_pace.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
S02b_dealer_pace.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
S02b_dealer_pace.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S02b_dealer_pace.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S02b_dealer_pace.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S02b_dealer_pace.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02b_dealer_pace.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02b_dealer_pace.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02b_dealer_pace.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02b_dealer_pace.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02b_dealer_pace.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S02b_dealer_pace.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
S02b_dealer_pace.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
S03_agent_score.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S03_agent_score.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
S03_agent_score.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S03_agent_score.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
S03_agent_score.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
S04_analyst_score.csv,roi,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,ROI
S04_analyst_score.csv,net_margin_bet23_formal_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,net_margin_bet23_formal_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,net_margin_lv1_bet23_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,net_margin_lv1_bet23_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,net_margin_chain_additive_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,net_margin_chain_nested_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,net_margin_chain_additive_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,net_margin_chain_nested_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
S04_analyst_score.csv,profit,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
S04_analyst_score.csv,ngr,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
S04_analyst_score.csv,p50_profit,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
S04_analyst_score.csv,residual_chain_additive,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
S04_analyst_score.csv,residual_chain_nested,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,残差
